ResponseDate,CompletionDate,Q1_Property,Q2_PropType,Q3_CityContact,Agreement_City staff treated me fairly and with respect.,Agreement_City staff were knowledgeable.,Agreement_City staff exceeded my expectations.,Agreement_City staff were responsive.,Agreement_I was able to get service without difficulty.,Agreement_I received a response to my inquiry in a timely manner.,Agreement_The response I received provided me with the information I required.,"Agreement_Overall, I was satisfied with the quality of customer service I received.",Timely,Timely_Other (please specify),Experience,Who,Q4_PropNotice,Q5_CommsAgreement_The City’s assessment team provides a valuable public service,Q5_CommsAgreement_The City’s assessment team does a good job assigning property values,Q5_CommsAgreement_The City’s assessment team is a good resource for property information,Q5_CommsAgreement_Property assessment notice is easy to understand,Q5_CommsAgreement_Property assessment notice clearly describes how to file a formal complaint or request a review,Q5_CommsAgreement_Property assessment notice clearly states how to contact the City,Q5_CommsAgreement_Property assessment notice provides all the information required,Q5_CommsAgreement_The assessed value of my property is fair,Q5_CommsAgreement_The assessed value of my property is accurate,Q5_CommsAgreement_The use of sale prices of similar properties to estimate property values is fair,"Q5_CommsAgreement_Overall, I’m satisfied with access to property assessment information",Q7_Online,Q8_OnlineAgreement_It was easy to find information on Edmonton.ca/assessment,Q8_OnlineAgreement_Edmonton.ca/assessment had the information I needed,Q8_OnlineAgreement_Edmonton.ca/assessment is easy to use,Q8_OnlineAgreement_Edmonton.ca/assessment is useful to me,Q10_Contact_Phone,Q10_Contact_Email,Q10_Contact_Text message,Q10_Contact_In person,Q10_Contact_Mail,Q10_Contact_Online service,OSType,DeviceType,BrowserType,Q3_Own_Rent (Source: Profiling Questionnaire 2014),GENDER (Source: Profiling Questionnaire 2014),Q7_Children (Source: Profiling Questionnaire 2014),Q8_Born_Canada (Source: Profiling Questionnaire 2014),Q9a_Edmonton (Source: Profiling Questionnaire 2014),Q10_Own_Business (Source: Profiling Questionnaire 2014),Q11_Home_Language (Source: Profiling Questionnaire 2014),Q13_Volunteer (Source: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Source: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Source: Profiling Questionnaire 2014),Q15_Household_Income (Source: Profiling Questionnaire 2014),Q16_Education (Source: Profiling Questionnaire 2014),Q17_City_Employee (Source: Profiling Questionnaire 2014),FSA (Source: Profiling Questionnaire 2014),Age_Rollup_Detailed (Source: Profiling Questionnaire 2014)
01/10/2018 08:27:00 PM,01/10/2018 08:46:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,College / technical school graduate,,T5Y,70-74
01/09/2018 06:30:00 PM,01/09/2018 07:46:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1,1,0,0,0,1,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T6J,55-59
01/09/2018 11:29:00 PM,01/09/2018 11:46:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,Doesn't apply,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,Doesn't apply,Doesn't apply,3 Neither agree nor disagree,Doesn't apply,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,No,T6A,55-59
01/09/2018 08:17:00 PM,01/09/2018 08:46:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,3 Neither agree nor disagree,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,1,1,0,1,0,1,Windows,Desktop,Google Chrome,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",High school graduate,No,T5R,55-59
01/09/2018 08:57:00 PM,01/09/2018 09:04:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,Prefer not to answer,University undergraduate degree,Yes,T5Y,45-49
01/09/2018 09:37:00 PM,01/09/2018 10:12:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Bicycle,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,No,T6B,35-39
01/09/2018 08:55:00 PM,01/09/2018 09:10:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,0,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,,T6H,70-74
01/11/2018 02:13:00 AM,01/11/2018 02:25:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,,,,,,,,,,,,,,,
01/11/2018 09:54:00 PM,01/11/2018 09:59:00 PM,Yes,Residential property,Within the last 3 months,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,,,Positive,Both,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,0,0,0,0,0,1,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,No,T5R,55-59
01/11/2018 01:38:00 AM,01/11/2018 01:49:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,Doesn't apply,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,iOS,Phone,Safari,Own,Male,No,Yes,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,High school graduate,No,T5R,55-59
01/12/2018 07:50:00 PM,01/12/2018 08:02:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,0,1,0,0,0,0,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Bicycle,Public Transit,"$60,000 to $79,999",High school graduate,No,T6C,55-59
01/12/2018 11:08:00 PM,01/12/2018 11:20:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Other (Specify),"$40,000 to $49,999",University undergraduate degree,,T6C,70-74
01/10/2018 12:54:00 PM,01/10/2018 12:58:00 PM,Yes,Residential property,Within the last 3 months,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,,,Positive,311,No,,,,,,,,,,,,No,,,,,1,0,0,0,0,1,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",University undergraduate degree,Prefer not to say,,40-44
01/12/2018 08:32:00 PM,01/12/2018 08:45:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,No,,,,,1,1,0,0,0,1,iOS,Phone,Safari,Own,Female,No,Yes,Between 3 to 5 years,No,English,No,Public Transit,Car/truck/Van as DRIVER,Prefer not to answer,University undergraduate degree,No,T6W,40-44
01/09/2018 08:46:00 PM,01/09/2018 08:55:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,Yes,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,1,1,0,0,0,1,Windows,Desktop,Internet Explorer,Own,Female,No,No,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,Post-graduate degree,No,T6R,60-64
01/10/2018 01:37:00 AM,01/10/2018 01:45:00 AM,Yes,Residential property,Within the last three years,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,Immediately while on the phone,,Negative,I don’t know,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$60,000 to $79,999",Post-graduate degree,,T6E,45-49
01/09/2018 07:56:00 PM,01/09/2018 08:21:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,,Male,No,Yes,,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",College / technical school graduate,,,55-59
01/12/2018 11:56:00 PM,01/13/2018 12:05:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,Yes,No,Between 3 to 5 years,No,Spanish,Yes,Public Transit,Car/truck/Van as DRIVER,"$40,000 to $49,999",Post-graduate degree,No,T5K,55-59
01/09/2018 08:12:00 PM,01/09/2018 08:20:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,1,0,1,0,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$50,000 to $59,999",Post-graduate degree,,T6H,50-54
01/13/2018 01:36:00 AM,01/13/2018 01:59:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/van as PASSENGER,"$60,000 to $79,999",Post-graduate degree,,T6G,80 and over
01/10/2018 02:33:00 AM,01/10/2018 02:45:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,No,,,,,0,1,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,,T6R,60-64
01/12/2018 08:23:00 PM,01/12/2018 08:37:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,No,No,Greater than 5 years,No,English,No,Other (Specify),Other (Specify),"$60,000 to $79,999",University undergraduate degree,,T6R,70-74
01/15/2018 03:22:00 PM,01/15/2018 05:17:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,0,1,0,0,1,1,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",College / technical school graduate,No,T6A,30-34
01/11/2018 09:30:00 PM,01/11/2018 09:35:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6E,40-44
01/12/2018 09:46:00 PM,01/12/2018 10:13:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",High school graduate,No,T6B,65-69
01/12/2018 12:31:00 PM,01/12/2018 12:40:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",College / technical school graduate,No,T6L,50-54
01/09/2018 09:52:00 PM,01/09/2018 10:01:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,0,0,0,0,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6J,50-54
01/09/2018 06:23:00 PM,01/09/2018 06:47:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Unknown,Phone,Unknown,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,T5H,35-39
01/16/2018 02:09:00 AM,01/16/2018 02:26:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,Doesn't apply,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,Yes,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Walk,Car/truck/van as PASSENGER,"$50,000 to $59,999",Post-graduate degree,,T6E,65-69
01/14/2018 09:48:00 PM,01/14/2018 09:57:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,No,,,,,1,1,0,1,0,1,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over",University undergraduate degree,No,T6C,50-54
01/09/2018 08:46:00 PM,01/10/2018 03:28:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$80,000 to $99,999",University undergraduate degree,No,T6H,30-34
01/09/2018 06:34:00 PM,01/09/2018 07:35:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,,T6J,55-59
01/11/2018 02:16:00 AM,01/11/2018 02:24:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Google Chrome,,,,,,,,,,,,,,,
01/09/2018 08:38:00 PM,01/09/2018 08:46:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,1,1,1,0,1,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Bicycle,Car/truck/Van as DRIVER,"$80,000 to $99,999",University undergraduate degree,,T5H,55-59
01/09/2018 06:48:00 PM,01/09/2018 06:56:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android,Phone,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",University undergraduate degree,No,T6E,25-29
01/09/2018 08:47:00 PM,01/09/2018 09:08:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$30,000 to $39,999",University undergraduate degree,Yes,T6H,25-29
01/13/2018 06:36:00 AM,01/13/2018 06:58:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,College / technical school graduate,,T6R,60-64
01/12/2018 05:21:00 PM,01/12/2018 05:42:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,1 Strongly disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,3 Neither agree nor disagree,No,,,,,1,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Other (Specify),Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T6L,25-29
01/16/2018 05:30:00 PM,01/16/2018 05:48:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Public Transit,Walk,"Under $20,000",University undergraduate degree,,T5H,40-44
01/12/2018 02:58:00 AM,01/12/2018 03:35:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,Yes,2 Somewhat disagree,4 Somewhat agree,2 Somewhat disagree,4 Somewhat agree,1,1,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,Post-graduate degree,No,T6J,60-64
01/12/2018 07:03:00 PM,01/12/2018 07:14:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,iOS,Phone,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T5M,35-39
01/09/2018 06:58:00 PM,01/09/2018 07:12:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,No,,,,,1,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,,T6J,60-64
01/09/2018 06:19:00 PM,01/09/2018 06:33:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,Phone,Safari,Rent,Female,Yes,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Walk,"$40,000 to $49,999",University undergraduate degree,Yes,T6H,40-44
01/15/2018 08:40:00 PM,01/15/2018 09:21:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$30,000 to $39,999",College / technical school graduate,No,T6X,40-44
